0.8617259 0.3996688
0.95474815 0.47045505
0.18431257 0.4049095
0.63277006 0.070295155
0.8000412 0.1982857
0.8896137 0.07670987
0.85447305 0.0069562197
0.63446605 0.15817958
0.562147 0.06998181
0.64854366 0.08648169
0.6167872 0.45343542
0.59136915 0.15140104
0.9475231 0.13835654
0.9669938 0.32667482
0.6601083 0.06584883
0.9780786 0.20846987
0.80194986 0.2294029
0.9542687 0.22023606
0.93315184 0.34794796
0.73076785 0.095874906
0.65375197 0.47699475
0.60191345 0.4450469
0.767769 0.12599528
0.7483511 0.42360115
0.9779024 0.08347511
0.86929476 0.085008025
0.97180974 0.42218697
0.64757824 0.20124388
0.90109 0.43428183
0.8745525 0.41843534
0.94520986 0.4767071
0.79684937 0.49642515
0.9850235 0.24711108
0.9353354 0.31951606
0.98981094 0.1737268
0.9811572 0.059562683
0.90651846 0.020079255
0.59611607 0.08918822
0.5840397 0.0025799274
0.7731955 0.03652668
0.6097616 0.4942367
0.63874614 0.071431875
0.56995976 0.09420729
0.84215033 0.2553109
0.9328499 0.39097857
0.57399297 0.12690103
0.84513617 0.23293686
0.96253574 0.11522591
0.69000673 0.052901506
0.57647717 1.718998e-4
0.80396235 0.5454502
0.82843566 0.56191564
0.8294841 0.3752271
0.9078207 0.006177783
0.8885139 0.4792068
0.97668004 0.15559065
0.81978834 0.0790081
0.74237573 0.062412977
0.86581063 0.15839124
0.8713261 0.49855125
0.58604693 0.018521547
0.91613376 0.38080013
0.81990314 0.40130353
0.560794 0.08330715
0.76072705 0.5167223
0.7931384 0.17380178
0.86439216 0.25448108
0.77070415 0.07326603
0.72343266 0.4745785
0.575168 0.009178638
0.61326504 0.42813623
0.58034587 0.13211548
0.84857106 0.46823716
0.89011204 0.4220637
0.92332816 0.06383979
0.6363313 0.20292342
0.6053251 0.19152224
0.81715953 0.36483073
0.8140745 0.2434212
0.74192286 0.42759347
0.9547255 0.3559165
0.7797662 0.5157418
0.7735888 0.44479132
0.76950717 0.12082136
0.8440814 0.5228182
0.8976021 0.34988534
0.5923382 0.22494519
0.8886763 0.029190898
0.91376555 0.15308583
0.79172003 0.15276861
0.9064696 0.077522874
0.7074472 0.4977355
0.9358034 0.29194522
0.91695726 0.0472821
0.61220837 0.14142728
0.64953446 0.1516025
0.9446645 0.0055698156

0.21119076 0.83055973
0.31835985 0.6132608
0.6667289 6.194711e-4
0.2667395 0.50544775
0.3723259 0.60642105
0.10679436 0.51017284
0.29436302 0.7396077
0.34614015 0.94129366
0.17115259 0.8870643
0.42103833 0.9804139
0.4934981 0.78755295
0.26999438 0.6110354
0.42870808 0.7404683
0.29244006 0.6011528
0.4284749 0.7089008
0.38888216 0.8007368
0.16964483 0.63004506
0.15287888 0.71417785
0.30732548 0.8038913
0.37972486 0.806196
0.007210493 0.5594479
0.27720118 0.85389245
0.18414915 0.7619127
0.24647164 0.5911467
0.11385107 0.8289788
0.20242906 0.71276975
0.40316856 0.80653167
0.2694919 0.8366332
0.06426108 0.6904471
0.09539139 0.9188801
0.21810889 0.91075754
0.116247535 0.5610976
0.2106371 0.9066725
0.40279043 0.9300144
0.26570785 0.5218543
0.10271144 0.52025104
0.38911116 0.85159445
0.18118024 0.7723334
0.14941621 0.8897624
0.063375235 0.999056
0.28831756 0.8843895
0.27185357 0.99880385
0.5219934 0.7510966
0.31814563 0.6519033
0.21235967 0.47197235
0.19141424 0.8027953
0.43608665 0.7809019
0.013825417 0.9486059
0.32455885 0.78172755
0.013805032 0.55105853
0.2397269 0.8998301
0.13468826 0.9414182
0.04952848 0.6053482
0.45370817 0.75094736
0.11036384 0.5821589
0.2614994 0.64510953
0.07901251 0.79666066
0.11272991 0.7917037
0.118058205 0.62903416
0.06670833 0.9812939
0.09338403 0.8756609
0.21844494 0.7040775
0.013221502 0.97610986
0.16001284 0.66812587
0.4639002 0.690318
0.08253682 0.8880172
0.34318697 0.62992775
0.14483261 0.62931395
0.37654352 0.9726609
0.28456342 0.7083188
0.21374547 0.49741304
0.43933117 0.7727672
0.09605718 0.6806555
0.13661838 0.61932623
0.07999849 0.60986114
0.36316347 0.87580085
0.15149522 0.6313039
0.055503964 0.86527085
0.3169068 0.7043309
0.31760705 0.77407706
0.23508954 0.47776282
0.020165682 0.73985636
0.046754837 0.617913
0.13015234 0.5337826
0.04374373 0.9268677
0.2779777 0.9854833
0.26767075 0.8165674
0.08321273 0.90451705
0.31865335 0.64931035
0.22654235 0.7488196
0.35997224 0.8885381
0.09687662 0.7320155
0.41568947 0.7802303
0.05297923 0.63859546
0.14204669 0.983176
0.1462766 0.9103162
0.062400818 0.81551576
0.3745402 0.8599305
0.35729837 0.6547849
0.09086847 0.83362937
0.24975431 0.8945763
0.14949882 0.5976175
0.3201437 0.72440004
0.3802098 0.6952089
